Release,Supplier, Review,Tag Number,QTY Released,Unit,Size,Description,Material,Lining,Coating,Release Date,Due Date,Area,System,Contract Dwg,System2,Shop Dwg,Delivered QTY,Need QTY,Received On,Received By,Storage Location,Notes,Estimate Cost,Contract Unit Price,Contract Extended Price,Above/Below,Invoice No.,Invoice Unit Price,Invoice Extended Price,Delta (Invoice-Contract),QTY Invoiced to Date,,
9,KAT,,PT-16,3,EA,"48""","48"" BLIND FLANGE w/ 2"" TAP",DI,P401,Primed,6/16/2026,8/3/2026,Influent Header,FM,,,,,3,,,,,," $29,023.00 "," $87,069.00 ",Above,,, $-   , $-   ,,,
9,KAT,,PT-17,3,EA,"48""","48"" BOLT AND GASKET KIT (316 SSTL HARDWARE, TORUSEAL GASKET)",,,,6/16/2026,8/3/2026,Influent Header,FM,,,,,3,,,,,," $3,371.19 "," $10,113.57 ",Above,4194(3),, $-   , $-   ,3,,
9,KAT,,PT-18,1,EA,"48""","48"" MJ PLUG w/ 2"" TAP",DI,P401,Asphaltic,6/16/2026,8/3/2026,Pressure Testing,Pressure Testing,,,,,1,,,,,," $11,601.28 "," $11,601.28 ",Below,,, $-   , $-   ,,07/22/2026 (1) Eastside of Headworks (Brittian),
9,KAT,,PT-19,1,EA,"48""","48"" GASKET AND HARDWARE FOR MJ PLUG",,,,6/16/2026,8/3/2026,Pressure Testing,Pressure Testing,,,,,1,,,,,, $636.54 , $636.54 ,Below,,, $-   , $-   ,,,
9,KAT,,PT-20,2,EA,"60""","60"" BLIND FLANGE w/ 2"" TAP",DI,ANY,ANY,6/16/2026,8/3/2026,Pressure Testing,Pressure Testing,,,,,2,,,,,," $32,041.89 "," $64,083.78 ",Above,,, $-   , $-   ,,,
9,KAT,,PT-21,2,EA,"60""","60"" BOLT AND GASKET KIT (316 SSTL HARDWARE, TORUSEAL GASKET)",,,,6/16/2026,8/3/2026,Pressure Testing,Pressure Testing,,,,,2,,,,,," $5,295.50 "," $10,591.00 ",Above,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,, $-   , $-   ,,,
9,KAT,,POLYTAPE-GR-01,3,CASE,,GREEN POLY WRAP TAPE,,,,6/16/2026,6/22/2026,All,All,,All,,,3,,,,$7.42/roll & 24 rolls/case,, $178.08 , $534.24 ,Below,,, $-   , $-   ,,,
9,KAT,,POLYTAPE-PU-01,2,CASE,,PURPLE POLY WRAP TAPE,,,,6/16/2026,6/22/2026,All,All,,All,,,2,,,,$7.42/roll & 24 rolls/case,, $178.08 , $356.16 ,Below,,, $-   , $-   ,,,
9,KAT,,POLYTAPE-RE-01,8,CASE,,RED POLY WRAP TAPE,,,,6/16/2026,6/22/2026,All,All,,All,,,8,,,,$7.42/roll & 24 rolls/case,, $178.08 ," $1,424.64 ",Below,,, $-   , $-   ,,,
9,KAT,,WIRE-01,10000,LF,10GA,10GA PURPLE CCS PE30 COPPER CLAD TRACER WIRE,,,,6/16/2026,8/3/2026,All,All,,All,,,10000,,,,,, $0.41 ," $4,100.00 ",Below,,, $-   , $-   ,,,
9,KAT,,WIRE-02,15000,LF,10GA,10GA GREEN CCS PE30 COPPER CLAD TRACER WIRE,,,,6/16/2026,8/3/2026,All,All,,All,,,15000,,,,,, $0.41 ," $6,150.00 ",Below,,, $-   , $-   ,,,
9,KAT,,CONN-01,25,EA,,COPPERHEAD 3WB-01 3W LUG CONN BLUE,,,,6/16/2026,8/3/2026,All,All,,All,,,25,,,,,, $11.33 , $283.25 ,Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,,,,,,
10,KAT,,TRASH-01,4,EA,"48""","""TRASH CAN"" PLUG",,,,6/19/2026,7/7/2026,All,All,,All,,,4,,,,,, $466.26 ," $1,865.04 ",,,,,,,,
10,KAT,,TRASH-02,4,EA,"36""","""TRASH CAN"" PLUG",,,,6/19/2026,7/7/2026,All,All,,All,,,4,,,,,, $296.28 ," $1,185.12 ",,,,,,,,
10,KAT,,TRASH-03,6,EA,"30""","""TRASH CAN"" PLUG",,,,6/19/2026,7/7/2026,All,All,,All,,,6,,,,,, $267.14 ," $1,602.84 ",,,,,,,,
10,KAT,,TRASH-04,4,EA,"24""","""TRASH CAN"" PLUG",,,,6/19/2026,7/7/2026,All,All,,All,,,4,,,,,, $192.53 , $770.12 ,,,,,,,,
10,KAT,,TRASH-05,6,EA,"12""","""TRASH CAN"" PLUG",,,,6/19/2026,7/7/2026,All,All,,All,,,6,,,,,, $114.75 , $688.50 ,,,,,,,,
10,KAT,,TRASH-06,4,EA,"08""","""TRASH CAN"" PLUG",,,,6/19/2026,7/7/2026,All,All,,All,,,4,,,,,, $51.00 , $204.00 ,,,,,,,,
10,KAT,,TRASH-07,4,EA,"06""","""TRASH CAN"" PLUG",,,,6/19/2026,7/7/2026,All,All,,All,,,4,,,,,, $40.80 , $163.20 ,,,,,,,,
10,KAT,,TRASH-08,2,EA,"10""","""TRASH CAN"" PLUG",,,,6/19/2026,7/7/2026,All,All,,All,,,2,,,,,, $87.98 , $175.96 ,,,,,,,,
10,KAT,,TRASH-09,4,EA,"16""","""TRASH CAN"" PLUG",,,,6/19/2026,7/7/2026,All,All,,All,,,4,,,,,, $130.05 , $520.20 ,,,,,,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,, $-   ,,,,,,,,
4,ServCorp,,116.1U-12-06,6,EA,"24""x36""",PRECAST CONCRETE VALVE BOX W/ LIFTING PICK AND CUSTOM TEXT,,,,6/24/2026,7/24/2026,BNR 1 - 6,"12"" Drains BNR Underslab","60% QAQC - M20-303,M20-101,M20-401",DR,,,,,,,,," $1,795.48 "," $10,772.90 ",,,,,,,,
4,ServCorp,,116.1U-12-05,12,EA,"12""x2""","12"" x 2"" TAPPING SADDLE",,,,6/24/2026,7/24/2026,BNR 1 - 6,"12"" Drains BNR Underslab","60% QAQC - M20-303,M20-101,M20-401",DR,,,,,,,,, $58.42 , $700.99 ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,
11,KAT,,116.6-06-01,140,LF,"06""",CL51 PExRJBE DI,DIP,P401,Asphaltic,7/7/2026,8/3/2026,CCB Underslab,DR,M40-101 DRAFT,DR,,,,,,,,, $57.50 ," $8,050.00 ",Below,,,,,,,
11,KAT,,116.6-06-02,7,EA,"06"" x 5'-00""",CL53 FLGxPE (TFS) SPOOL,DIP,P401,Asphaltic,7/7/2026,8/3/2026,CCB Underslab,DR,M40-101 DRAFT,DR,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,,116.6-06-03,7,EA,"06"" x 18'-00""",CL53 FLGxPE SPOOL,DIP,P401,Primed,7/7/2026,8/3/2026,CCB Underslab,DR,M40-101 DRAFT,DR,,,,,,,,,, $-   ,Riser,,,,,,,
11,KAT,,116.6-06-04,1,EA,"06""","06"" MJ 45 BEND",DIP,P401,Asphaltic,7/7/2026,8/3/2026,CCB Underslab,DR,M40-101 DRAFT,DR,,,,,,,,, $392.00 , $392.00 ,Below,,,,,,,
11,KAT,,116.6-06-05,14,EA,"06""","06"" MJ 90 BEND",DIP,P401,Asphaltic,7/7/2026,8/3/2026,CCB Underslab,DR,M40-101 DRAFT,DR,,,,,,,,, $392.00 ," $5,488.00 ",Below,,,,,,,
11,KAT,,116.6-06-06,8,EA,"06""","06"" BLIND FLANGE w/ 4"" TAP",DIP,P401,Primed,7/7/2026,8/3/2026,CCB Underslab,DR,M40-101 DRAFT,DR,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,,116.6-06-07,8,EA,"06""","06"" FLG BOLT AND GASKET KIT (316SSTL, TORUSEAL)",-,-,-,7/7/2026,8/3/2026,CCB Underslab,DR,M40-101 DRAFT,DR,,,,,,,,, $76.22 , $609.76 ,Below,,,,,,,
11,KAT,,116.6-06-08,30,EA,"06""","06"" MEGALUG W/ ACCESSORY KIT",-,-,-,7/7/2026,8/3/2026,CCB Underslab,DR,M40-101 DRAFT,DR,,30,,7/2/26,Chelsea Vohwinkle,Pipe Laydown,,, $49.00 ," $1,470.00 ",Below,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,KAT,lets split this up and do some PExRJBE,115.6-12-01,660,LF,"12""",CL51 DI RJ,DIP ,P401,Asphalitc,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,General,,,,,,,,, $119.67 ," $78,982.20 ",Below,,,,,,,
11,KAT,,115.6-12-02,60,LF,"12""",CL51 PE x RJBE DI,DIP,P401,Asphalitc,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Off main,,,,,,,,, $119.67 ," $7,180.20 ",Below,,,,,,,
11,KAT,agree,115.6-12-03,4,EA,"12""","12"" MJ 45 DEG BEND",DIP ,P401,Asphalitc,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Cleanout,,,,,,,,, $943.00 ," $3,772.00 ",Below,,,,,,,
11,KAT,"I see 6, with 3 12x6 or 12x8 WYEs",115.6-12-04,9,EA,"12""","12"" MJ WYE",DIP ,P401,Asphalitc,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Yard Pipe,,,,,,,,," $2,144.00 "," $19,296.00 ",Below,,,,,,,
11,KAT,agree,115.6-12-05,5,EA,"12""","12"" MJ 22.5 DEG BEND",DIP,P401,Asphalitc,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Yard Pipe,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,"should be 3, 3 8"" 90s. Need 8"" Pipe and Riser",115.6-12-06,9,EA,"12""","12"" MJ 90 DEG BEND",DIP,P401,Asphalitc,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,General,,,,,,,,," $1,073.00 "," $9,657.00 ",Below,,,,,,,
11,KAT,"re-do with 8"" fittings",115.6-12-07,84,EA,"12""","12"" MEGALUG W/ ACCESSORY KIT",-,-,-,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,General,,69,15,7/2/26,Chelsea Vohwinkle,Laydown,,, $124.00 ," $10,416.00 ",Below,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,KAT,,115.7-12-01,3,EA,"12"" x 14'-00",CL51 PE x FLG DI,DIP,P401,Primed,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Decanter and Overflow,,,,,,,,,, $-   ,Riser,,,,,,,
13,KAT,,115.7.12.04,3,EA,"12"" X 18'-00""","CL51 PE X FLG DI W/ WC 3'6"" FROM FLANGE",DIP,P401,Primed,,,WAS Tank Underslab,DR,,Overflow ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,KAT,these are for the cleanouts? Need to figure out best way to transition to PVC. Probably use C900,115.8-12-01,3,EA,"12""x12""x 6""","12"" x 6"" MJ WYE",DIP ,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Cleanout,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,,115.8-12-02,3,EA,"12""","12"" DI PLUG w/ 4"" TAP",DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Cleanout,,,,,,,,,732," $2,196.00 ",Below,,,,,,,
11,KAT,,115.8-12-03,3,EA,"12""","12"" GASKET AND HARDWARE FOR MJ PLUG",-,-,-,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Cleanout,,9,,7/2/26,Chelsea Vohwinkle,Pipe Laydown,,, $48.41 , $145.23 ,Below,,,,,,,
11,KAT,,115.8-12-04,9,EA,"06""","06"" MEGALUG W/ ACCESSORY KIT",DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Cleanout,,9,,7/2/26,Chelsea Vohwinkle,Pipe Laydown,,, $49.00 , $441.00 ,Below,,,,,,,
11,KAT,,115.8-12-05,3,EA,"06""","06"" MJ 45 DEG BEND",DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Cleanout,,,,,,,,,392," $1,176.00 ",Below,,,,,,,
11,KAT,,115.8-12-06,9,EA,"06""","06"" PVC MEGALUG W/ ACCESSORY KIT",-,-,-,7/7/2026,8/31/2026,WAS Tank Underslab,DR,,Cleanout,,,,,,,,,49, $441.00 ,Below,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,KAT,lets split this up and do some PExRJBE,118.1-16-01,500,LF,"16""",CL51 DI RJ,DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,SL,,,,,,,,,,, $171.56 ," $85,780.00 ",Below,,,,,,,
11,KAT,,118.1-16-02,60,LF,"16""",CL51 PE x RJBE DI,DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,SL,,,,,,,,,,, $171.56 ," $10,293.60 ",Below,,,,,,,
11,KAT,agree,118.1-16-03,8,EA,"16""","16"" MJ 45 DEG BEND",DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,SL,,,,,,,,,,," $1,587.00 "," $12,696.00 ",Below,,,,,,,
11,KAT,agree,118.1-16-04,2,EA,"16""","16"" MJ WYE",DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,SL,,,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,agree,118.1-16-05,1,EA,"16""","16"" MJ TEE",DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,SL,,,,,,,,,,," $2,767.93 "," $2,767.93 ",Below,,,,,,,
11,KAT,agree,118.1-16-06,1,EA,"16""","16"" MJ PLUG w/ 2"" TAP",DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,SL,,,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,agree,118.1-16-07,1,EA,"16""","16"" GASKET AND HARDWARE FOR MJ PLUG",DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,SL,,,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,add one for MJ wall pipe,118.1-16-08,40,EA,"16""","16"" MEGALUG W/ ACCESSORY KIT",DIP ,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,SL,,,,33,7,7/2/26,Chelsea Vohwinkle,Pipe Laydown,33 del 7/2/26,, $209.00 ," $8,360.00 ",Below,,,,,,,
11,KAT,Specify Wall collar from PE not MJ. Also wouldn’t it be 6’6” From the MJ?,118.1-16-09,3,EA,"16"" x 6'0""","MJ X WC x FLG TFS DIP W/ WC 6"" FROM FLG",DIP,P401,Asphaltic,7/7/2026,8/31/2026,WAS Tank Underslab,SL,,,,,,,,,,,, $-   ,Below,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,KAT,,127U-04-01,79,EA,"04""","04"" MJ 45 BEND",DIP,P401,Asphaltic,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,,,,,,,, $255.00 ," $20,145.00 ",Below,,,,,,,
11,KAT,,127U-04-02,6,EA,"04""","04"" MJ WYE",DIP,P401,Asphaltic,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,,127U-08-01,5,EA,"08""","08"" MJ 45 BEND",DIP,P401,Asphaltic,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,,,,,,,, $542.00 ," $2,710.00 ",Below,,,,,,,
11,KAT,,127U-08-02,5,EA,"08"" x 04""","08"" x 04"" MJ REDUCER",DIP,P401,Asphaltic,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,,127U-08-03,35,EA,"08"" x 04""","08"" x 04"" MJ WYE",DIP,P401,Asphaltic,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,,,,,,,,, $-   ,Below,,,,,,,
11,KAT,,127U-08-04,2,EA,"08""","08"" MJ WYE",DIP,P401,Asphaltic,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,,,,,,,, $962.00 ," $1,924.00 ",Below,,,,,,,
11,KAT,,127U-04-03,19,EA,"04""","04"" MEGALUG W/ ACCESSORY KIT",,,,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,19,,7/2/26,Chelsea Vohwinkle,Pipe Laydown,,, $39.00 , $741.00 ,Below,,,,,,,
11,KAT,,127U-04-04,196,EA,"04""","04"" PVC MEGALUG W/ ACCESSORY KIT",,,,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,,,,,,,, $39.00 ," $7,644.00 ",Below,,,,,,,
11,KAT,,127U-08-05,91,EA,"08""","08"" PVC MEGALUG W/ ACCESSORY KIT",,,,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,,91,,,,,, $66.00 ," $6,006.00 ",Below,3885, $66.00 , $-   ,,,,
11,KAT,,127U-04-05,6,EA,"04""",FOSTER ADAPTER,DIP,P401,Asphaltic,7/7/2026,8/3/2026,Headworks Underslab,SS,,SS,,,,,,,,,, $-   ,Below,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,
12,KAT,,SEE DRAWING,1384,LF,"48""",CL50 DI RJ,DIP,CML,Asphaltic,7/15/2026,11/2/2026,RCW Yard,RCW,,RCW,YOGI,,,,,,All per Core and Main Drawing,, $854.34 ," $1,182,406.56 ",Below,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ServCorp,,116.1U-02-01,40,LF,"2""",C900 PVC,C900,-,-,,,WAS Underslab,DR,,Cleanout,,,,,,,,,,,,,,,,,,
6,ServCorp,,116.1U-06-01,40,LF,"6""",C900 PVC,C900,-,-,,,WAS Underslab,DR,,Cleanout,,,,,,,,,,,,,,,,,,
6,ServCorp,,116.1U-12-06,3,EA,"24"" x 36""",PRECAST CONCRETE VALVE BOX W/ LIFTING PICK AND CUSTOM TEXT,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,
6,ServCorp,,116.1U-12-05,3,EA,"12"" x 2""","12"" x 2"" TAPPING SADDLE",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,
6,ServCorp,,116.1u-12-07,3,EA,"6""","6"" C900 PVC CAP",C900,-,-,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMAIL,KAT,,CONN-01,25,EA,,COPPERHEAD 3WB-01 3W LUG CONN BLUE,,,,8/3/2026,8/10/2026,All,All,,All,,,25,,,,,, $11.33 , $283.25 ,Below,,, $-   , $-   ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,KAT,,115.6U-12-03,3,EA,"12"" x 6'0""","FLG X WC x PE DIP W/ WC 6"" OFF FLG",DIP,P401,Asphalitc,,,WAS Tank Underslab,DR,,DR Riser into sump,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-01,3,EA,"12"" X 15'-00""","CL51 PE X FLG DI W/ WC 3'6"" FROM FLANGE",DIP,P401,Primed,,,WAS Tank Underslab,WAS,,Tank Influent,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-02,4,EA,"12""","12"" MJ 90 DEG BEND",DIP,P401,Asphalitc,,,WAS Tank Underslab,WAS,,Tank Influent,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-03,1060,LF,"12""",CL51 DI RJ,DIP,P401,Asphalitc,,,WAS Tank Underslab,WAS,,Tank Influent,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-04,1,EA,"12""","12"" MJ TEE",DIP,P401,Asphalitc,,,WAS Tank Underslab,WAS,,Tank Influent,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-05,60,LF,"12""",CL51 PE x RJBE DI,DIP,P401,Asphalitc,,,WAS Tank Underslab,WAS,,Tank Influent,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-06,1,EA,"12""","12"" MJ CROSS",DIP,P401,Asphalitc,,,WAS Tank Underslab,WAS,,Tank Influent,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-07,1,EA,"12""","12"" MJ PLUG W/ 2"" TAP",DIP,P401,Asphalitc,,,WAS Tank Underslab,WAS,,Tank Influent,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-08,1,EA,"12"" ","12"" GASKET AND HARDWARE FOR MJ PLUG",DIP,P401,Asphalitc,,,WAS Tank Underslab,WAS,,Tank Influent,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-09,20,EA,"12""","12"" MEGALUG W/ ACCESSORY KIT ",DIP,P401,Asphalitc,,,WAS Tank Underslab,WAS,,Tank Influent,,,,,,,,,,,,,,,,,,
13,KAT,,120.1-12-10,1,EA,"12""","12"" MJ 45 DEG BEND",DIP,P401,Asphaltic,,,WAS Pump Station,WAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ServCorp,,127U.7-04-01,23,EA,"4""","4"" INCH FLOOR DRAIN",-,-,-,,,Headworks Underslab,DR,,,,,,,,,,,,,,,,,,,,
6,ServCorp,,127U.7-04-02,23,EA,"4"" x 4"" ","4"" FERNCO",-,-,-,,,Headworks Underslab,DR,,,,,,,,,,,,,,,,,,,,
6,ServCorp,,127U.7-04-03,200,LF,"4""",C900 PVC,C900,-,-,,,Headworks Underslab,DR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,KAT,,118.1-16-10,1,EA,"16"" x 12""","16"" x 12"" MJ REDUCER",DIP,P401,Asphaltic,,,Dewatering Pump Station,WAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,KAT,,101-48-01,1060,LF,"48""",CL50 DI RJ,DI,P401,Asphaltic,,,Tie-in to Influent Flow Meter,"48"" Force Main Influent",,,,,,,,,,,,,,,,,,,,
13,KAT,,101-48-03,2,EA,"48""","48"" MJ 45 BEND",DI,P402,Asphaltic,,,Tie-in to Influent Flow Meter,"48"" Force Main Influent",,,,,,,,,,,,,,,,,,,,
14,KAT,,101-48-05,4,EA,"48""","48"" Megalug w/ Accessory Kit",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,KAT,,108a-54-10,3,EA,"54""","54"" MJ 45 DEG BEND",DI,CML,Asphaltic,,,Reject Tanks to High Service Pump Station,RW,,,,,,,,,,,,,,,,,,,,
13,KAT,,108a-54-08,6,EA,"54""","54"" Megalug w/ Accessory Kit",-,-,-,,,Reject Tanks to High Service Pump Station,RW,,,,,,,,,,,,,,,,,,,,
13,KAT,,108a-54-09,6,EA,"54""","54"" GASKET AND HARDWARE FOR PLUG",-,-,-,,,Reject Tanks to High Service Pump Station,RW,,,,,,,,,,,,,,,,,,,,
